"period_pair","feature","coefficient","abs_coef","norm_coef","rank"
"3yr_vs_5yr","eeg_normal",2.32965349778359,2.32965349778359,1,1
"3yr_vs_5yr","diag_cardio",2.27138327617269,2.27138327617269,0.974987601518275,2
"3yr_vs_5yr","dev_Ability.to.grasp",2.26701733124644,2.26701733124644,0.97311352671256,3
"3yr_vs_5yr","dev_Ability.to.reach",2.22855445945887,2.22855445945887,0.956603401140594,4
"3yr_vs_5yr","dev_Ability.to.stand.on.one.leg",2.09885916098197,2.09885916098197,0.900931903812649,5
"3yr_vs_5yr","eeg_paroxysmal_abnormalities",2.01419522779571,2.01419522779571,0.86459004728042,6
"3yr_vs_5yr","dev_Ability.to.walk",1.94591873395384,1.94591873395384,0.835282472610267,7
"3yr_vs_5yr","dev_Ability.to.recognize.numbers",1.86373822790775,1.86373822790775,0.800006623165584,8
"3yr_vs_5yr","dev_Ability.to.vocalize",1.86079593971503,1.86079593971503,0.798743650712593,9
"3yr_vs_5yr","dev_Ability.to.babble",1.81469804432418,1.81469804432418,0.77895620359451,10
"3yr_vs_5yr","sz_focal",1.81319156879363,1.81319156879363,0.778309551406972,11
"3yr_vs_5yr","dev_Ability.to.use.at.least.one.word",1.79320173802641,1.79320173802641,0.769728948846874,12
"3yr_vs_5yr","dev_Ability.to.jump",1.5749824335569,1.5749824335569,0.676058664971128,13
"3yr_vs_5yr","dev_Ability.to.recognize.letters.of.the.alphabet",1.44566684700295,1.44566684700295,0.620550158372627,14
"3yr_vs_5yr","dev_Ability.to.perform.hand.functions",1.30438948450789,1.30438948450789,0.559907078777539,15
"3yr_vs_5yr","dev_Ability.to.pull.to.stand",0.933495891833328,0.933495891833328,0.400701603359232,16
"3yr_vs_5yr","dev_Ability.to.cruise",0.831130446834112,0.831130446834112,0.356761401480881,17
"3yr_vs_5yr","sz_tonic",0.580685833399544,0.580685833399544,0.249258455796968,18
"3yr_vs_5yr","dev_Ability.to.run",0.521852395886162,0.521852395886162,0.22400429779907,19
"3yr_vs_5yr","dev_Ability.to.write",0.516710851218932,0.516710851218932,0.22179729805764,20
"3yr_vs_5yr","hosp_pneumonia",0.499069678173719,0.499069678173719,0.214224853030087,21
"3yr_vs_5yr","dev_Ability.to.identify.colors",0.433749321152543,0.433749321152543,0.186186195314113,22
"3yr_vs_5yr","sz_myoclonic",0.3219474137252,0.3219474137252,0.138195407184586,23
"3yr_vs_5yr","eeg_background",0.235553434433031,0.235553434433031,0.101110931156558,24
"3yr_vs_5yr","hosp_sz",0.17283858005109,0.17283858005109,0.0741906812388737,25
"3yr_vs_5yr","dev_Ability.to.recognize.spoken.word",0.0564815084244773,0.0564815084244773,0.0242445962363987,26
"3yr_vs_5yr","sz_tonic.clonic",0.0294062873577466,0.0294062873577466,0.0126226013378056,27
