"cluster","feature","coefficient","abs_coef","norm_coef","rank"
"1","diag_muscoloskeletal",0.691710297722868,0.691710297722868,1,1
"1","sexmale",-0.451829939956909,0.451829939956909,0.653206900987808,2
"1","eeg_normal",0.414866356379034,0.414866356379034,0.599768946255083,3
"1","dev_Ability.to.sit.unsupported",0.341746310974717,0.341746310974717,0.49405988619767,4
"1","diag_gastro",0.265656458890531,0.265656458890531,0.384057400569401,5
"1","eeg_epileptiform",0.26393354065705,0.26393354065705,0.38156659157154,6
"1","hosp_sz",0.254392805020661,0.254392805020661,0.367773626991141,7
"1","dev_Ability.to.reach",0.141939210022445,0.141939210022445,0.205200371441214,8
"2","diag_muscoloskeletal",-0.691710297722868,0.691710297722868,1,1
"2","sexmale",0.451829939956909,0.451829939956909,0.653206900987808,2
"2","eeg_normal",-0.414866356379034,0.414866356379034,0.599768946255083,3
"2","dev_Ability.to.sit.unsupported",-0.341746310974717,0.341746310974717,0.49405988619767,4
"2","diag_gastro",-0.265656458890531,0.265656458890531,0.384057400569401,5
"2","eeg_epileptiform",-0.26393354065705,0.26393354065705,0.38156659157154,6
"2","hosp_sz",-0.254392805020661,0.254392805020661,0.367773626991141,7
"2","dev_Ability.to.reach",-0.141939210022445,0.141939210022445,0.205200371441214,8
