"period_pair","feature","coefficient","abs_coef","norm_coef","rank"
"3yr_vs_5yr","med_LCM",0.230880371123352,0.230880371123352,1,1
"3yr_vs_5yr","med_CBD",0.230820491234223,0.230820491234223,0.999740645387748,2
