"period_pair","feature","coefficient","abs_coef","norm_coef","rank"
"1yr_vs_3yr","med_PBT",-0.761539254223655,0.761539254223655,1,1
"1yr_vs_3yr","med_CLB",0.483369437668251,0.483369437668251,0.634726883725801,2
"1yr_vs_3yr","med_LEV",-0.238682597956749,0.238682597956749,0.313421267036421,3
"1yr_vs_3yr","med_TPM",-0.21476397097427,0.21476397097427,0.282013001671476,4
