"cluster","feature","coefficient","abs_coef","norm_coef","rank"
"1","diag_muscoloskeletal",0.678311319088996,0.678311319088996,1,1
"1","eeg_normal",0.67486967799581,0.67486967799581,0.994926162963331,2
"1","eeg_epileptiform",0.488426830727883,0.488426830727883,0.720062922411295,3
"1","hosp_sz",0.434447260264198,0.434447260264198,0.640483577434151,4
"1","diag_gastro",0.375367564842127,0.375367564842127,0.553385376712073,5
"1","dev_Ability.to.reach",0.123150983257656,0.123150983257656,0.181555253158761,6
"1","variant_protein_other",-0.0266913698449342,0.0266913698449342,0.0393497338077477,7
"2","diag_muscoloskeletal",-0.678311319088996,0.678311319088996,1,1
"2","eeg_normal",-0.67486967799581,0.67486967799581,0.994926162963331,2
"2","eeg_epileptiform",-0.488426830727883,0.488426830727883,0.720062922411295,3
"2","hosp_sz",-0.434447260264198,0.434447260264198,0.640483577434151,4
"2","diag_gastro",-0.375367564842127,0.375367564842127,0.553385376712073,5
"2","dev_Ability.to.reach",-0.123150983257656,0.123150983257656,0.181555253158761,6
"2","variant_protein_other",0.0266913698449342,0.0266913698449342,0.0393497338077477,7
